"customer_id","active","case"
339,1,"ACTIVE"
340,1,"ACTIVE"
341,1,"ACTIVE"
342,1,"ACTIVE"
343,1,"ACTIVE"
344,1,"ACTIVE"
345,1,"ACTIVE"
346,1,"ACTIVE"
347,1,"ACTIVE"
348,1,"ACTIVE"
349,1,"ACTIVE"
350,1,"ACTIVE"
351,1,"ACTIVE"
352,1,"ACTIVE"
353,1,"ACTIVE"
354,1,"ACTIVE"
355,1,"ACTIVE"
356,1,"ACTIVE"
357,1,"ACTIVE"
358,1,"ACTIVE"
359,1,"ACTIVE"
360,1,"ACTIVE"
361,1,"ACTIVE"
362,1,"ACTIVE"
363,1,"ACTIVE"
364,1,"ACTIVE"
365,1,"ACTIVE"
366,1,"ACTIVE"
367,1,"ACTIVE"
368,0,"INACTIVE"
369,1,"ACTIVE"
370,1,"ACTIVE"
371,1,"ACTIVE"
372,1,"ACTIVE"
373,1,"ACTIVE"
374,1,"ACTIVE"
375,1,"ACTIVE"
376,1,"ACTIVE"
377,1,"ACTIVE"
378,1,"ACTIVE"
379,1,"ACTIVE"
380,1,"ACTIVE"
381,1,"ACTIVE"
382,1,"ACTIVE"
383,1,"ACTIVE"
384,1,"ACTIVE"
385,1,"ACTIVE"
386,1,"ACTIVE"
387,1,"ACTIVE"
388,1,"ACTIVE"
389,1,"ACTIVE"
390,1,"ACTIVE"
391,1,"ACTIVE"
392,1,"ACTIVE"
393,1,"ACTIVE"
394,1,"ACTIVE"
395,1,"ACTIVE"
396,1,"ACTIVE"
397,1,"ACTIVE"
398,1,"ACTIVE"
399,1,"ACTIVE"
400,1,"ACTIVE"
401,1,"ACTIVE"
402,1,"ACTIVE"
403,1,"ACTIVE"
404,1,"ACTIVE"
405,1,"ACTIVE"
406,0,"INACTIVE"
407,1,"ACTIVE"
408,1,"ACTIVE"
409,1,"ACTIVE"
410,1,"ACTIVE"
411,1,"ACTIVE"
412,1,"ACTIVE"
413,1,"ACTIVE"
414,1,"ACTIVE"
415,1,"ACTIVE"
416,1,"ACTIVE"
417,1,"ACTIVE"
418,1,"ACTIVE"
419,1,"ACTIVE"
420,1,"ACTIVE"
421,1,"ACTIVE"
422,1,"ACTIVE"
423,1,"ACTIVE"
424,1,"ACTIVE"
425,1,"ACTIVE"
426,1,"ACTIVE"
427,1,"ACTIVE"
428,1,"ACTIVE"
429,1,"ACTIVE"
430,1,"ACTIVE"
431,1,"ACTIVE"
432,1,"ACTIVE"
433,1,"ACTIVE"
434,1,"ACTIVE"
435,1,"ACTIVE"
436,1,"ACTIVE"
437,1,"ACTIVE"
438,1,"ACTIVE"
439,1,"ACTIVE"
440,1,"ACTIVE"
441,1,"ACTIVE"
442,1,"ACTIVE"
443,1,"ACTIVE"
444,1,"ACTIVE"
445,1,"ACTIVE"
446,0,"INACTIVE"
447,1,"ACTIVE"
448,1,"ACTIVE"
449,1,"ACTIVE"
450,1,"ACTIVE"
451,1,"ACTIVE"
452,1,"ACTIVE"
453,1,"ACTIVE"
454,1,"ACTIVE"
455,1,"ACTIVE"
456,1,"ACTIVE"
457,1,"ACTIVE"
458,1,"ACTIVE"
459,1,"ACTIVE"
460,1,"ACTIVE"
461,1,"ACTIVE"
462,1,"ACTIVE"
463,1,"ACTIVE"
464,1,"ACTIVE"
465,1,"ACTIVE"
466,1,"ACTIVE"
467,1,"ACTIVE"
468,1,"ACTIVE"
469,1,"ACTIVE"
470,1,"ACTIVE"
471,1,"ACTIVE"
472,1,"ACTIVE"
473,1,"ACTIVE"
474,1,"ACTIVE"
475,1,"ACTIVE"
476,1,"ACTIVE"
477,1,"ACTIVE"
478,1,"ACTIVE"
479,1,"ACTIVE"
480,1,"ACTIVE"
481,1,"ACTIVE"
482,0,"INACTIVE"
483,1,"ACTIVE"
484,1,"ACTIVE"
485,1,"ACTIVE"
486,1,"ACTIVE"
487,1,"ACTIVE"
488,1,"ACTIVE"
489,1,"ACTIVE"
490,1,"ACTIVE"
491,1,"ACTIVE"
492,1,"ACTIVE"
493,1,"ACTIVE"
494,1,"ACTIVE"
495,1,"ACTIVE"
496,1,"ACTIVE"
497,1,"ACTIVE"
498,1,"ACTIVE"
499,1,"ACTIVE"
500,1,"ACTIVE"
501,1,"ACTIVE"
502,1,"ACTIVE"
503,1,"ACTIVE"
504,1,"ACTIVE"
505,1,"ACTIVE"
506,1,"ACTIVE"
507,1,"ACTIVE"
508,1,"ACTIVE"
509,1,"ACTIVE"
510,0,"INACTIVE"
511,1,"ACTIVE"
512,1,"ACTIVE"
513,1,"ACTIVE"
514,1,"ACTIVE"
515,1,"ACTIVE"
516,1,"ACTIVE"
517,1,"ACTIVE"
518,1,"ACTIVE"
519,1,"ACTIVE"
520,1,"ACTIVE"
521,1,"ACTIVE"
522,1,"ACTIVE"
523,1,"ACTIVE"
524,1,"ACTIVE"
525,1,"ACTIVE"
526,1,"ACTIVE"
527,1,"ACTIVE"
528,1,"ACTIVE"
529,1,"ACTIVE"
530,1,"ACTIVE"
531,1,"ACTIVE"
532,1,"ACTIVE"
533,1,"ACTIVE"
534,0,"INACTIVE"
535,1,"ACTIVE"
536,1,"ACTIVE"
537,1,"ACTIVE"
538,1,"ACTIVE"
539,1,"ACTIVE"
540,1,"ACTIVE"
541,1,"ACTIVE"
542,1,"ACTIVE"
543,1,"ACTIVE"
544,1,"ACTIVE"
545,1,"ACTIVE"
546,1,"ACTIVE"
547,1,"ACTIVE"
548,1,"ACTIVE"
549,1,"ACTIVE"
550,1,"ACTIVE"
551,1,"ACTIVE"
552,1,"ACTIVE"
553,1,"ACTIVE"
554,1,"ACTIVE"
555,1,"ACTIVE"
556,1,"ACTIVE"
557,1,"ACTIVE"
558,0,"INACTIVE"
559,1,"ACTIVE"
560,1,"ACTIVE"
561,1,"ACTIVE"
562,1,"ACTIVE"
563,1,"ACTIVE"
564,1,"ACTIVE"
565,1,"ACTIVE"
566,1,"ACTIVE"
567,1,"ACTIVE"
568,1,"ACTIVE"
569,1,"ACTIVE"
570,1,"ACTIVE"
571,1,"ACTIVE"
572,1,"ACTIVE"
573,1,"ACTIVE"
574,1,"ACTIVE"
575,1,"ACTIVE"
576,1,"ACTIVE"
577,1,"ACTIVE"
578,1,"ACTIVE"
579,1,"ACTIVE"
580,1,"ACTIVE"
581,1,"ACTIVE"
582,1,"ACTIVE"
583,1,"ACTIVE"
584,1,"ACTIVE"
585,1,"ACTIVE"
586,1,"ACTIVE"
587,1,"ACTIVE"
588,1,"ACTIVE"
589,1,"ACTIVE"
590,1,"ACTIVE"
591,1,"ACTIVE"
592,0,"INACTIVE"
593,1,"ACTIVE"
594,1,"ACTIVE"
595,1,"ACTIVE"
596,1,"ACTIVE"
597,1,"ACTIVE"
598,1,"ACTIVE"
599,1,"ACTIVE"
